id,gender,age,recency,frequency,amount,tau,treatment_rate,treatment,y0,y1,outcome
9094,f,22,8,7,11068,659,0.6900621929838355,0,11068,11727,11877
9095,m,18,8,6,11208,308,0.6926986008624124,1,11208,11516,12043
9096,f,37,10,2,7703,1466,0.012485020159032748,0,7703,9169,7663
9097,f,24,18,6,11874,774,0.6641502558976379,1,11874,12648,12583
9098,m,33,15,3,10941,1851,0.2109922857007744,0,10941,12792,11316
9099,f,32,3,9,13982,773,0.18444685760295812,0,13982,14755,14235
9100,f,37,11,4,10940,1852,0.06392353392152163,0,10940,12792,10573
9101,m,39,0,7,14568,560,0.029537953552588005,0,14568,15128,14565
9102,m,35,8,7,13627,951,0.08729721355336104,0,13627,14578,13993
9103,f,36,16,5,11113,1848,0.10533881999921832,0,11113,12961,11367
9104,f,39,7,5,11967,1452,0.03854363011438319,1,11967,13419,12606
9105,m,25,7,5,10676,1049,0.6084366693932076,1,10676,11725,11554
9106,m,24,21,4,10917,901,0.6619676383473753,0,10917,11818,10429
9107,m,36,13,10,15503,363,0.014738568983987642,0,15503,15866,15781
9108,m,18,16,2,6848,195,0.2287458958509081,1,6848,7043,7703
9109,f,18,18,6,11860,275,0.7336001355666493,1,11860,12135,12589
9110,f,18,10,3,9084,321,0.5706828302046922,1,9084,9405,9332
9111,f,41,16,3,10550,1571,0.02121777059473138,0,10550,12121,10581
9112,f,41,10,8,14645,475,0.0,0,14645,15120,14975
9113,m,38,9,6,12996,1137,0.11169304741047283,0,12996,14133,13301
9114,m,30,12,3,9609,1701,0.289875369797875,0,9609,11310,9087
9115,m,25,16,5,12261,806,0.6260018169066438,1,12261,13067,12289
9116,f,28,9,8,12854,931,0.389607479537675,1,12854,13785,14055
9117,f,34,14,5,10573,1948,0.14472044006970264,0,10573,12521,11189
9118,f,37,5,6,9681,1942,0.08201285010465183,0,9681,11623,9603
9119,m,19,12,3,9205,398,0.5994525328651743,0,9205,9603,9563
9120,f,37,0,5,11071,1824,0.06423883034433801,0,11071,12895,11663
9121,m,41,11,4,11356,1439,0.05391401076283481,0,11356,12795,11745
9122,m,38,1,4,9218,1833,0.05708430253377888,0,9218,11051,10097
9123,f,18,16,4,9546,332,0.6167512996775787,0,9546,9878,9599
9124,m,37,9,3,10468,1924,0.08859322397953326,0,10468,12392,10832
9125,f,29,9,6,11428,1423,0.37985670620733647,0,11428,12851,10905
9126,m,46,11,3,10365,939,0.0,0,10365,11304,10913
9127,m,29,8,2,8230,1353,0.2723329826097343,1,8230,9583,8807
9128,m,41,7,8,13867,689,0.02150712136512741,0,13867,14556,13877
9129,f,45,9,6,13064,634,0.0,0,13064,13698,13407
9130,m,38,4,3,10912,1801,0.07421530745936927,0,10912,12713,11308
9131,m,25,0,2,8627,975,0.4039123348616034,0,8627,9602,8451
9132,f,35,7,7,12482,1408,0.11938867789728509,1,12482,13890,12982
9133,m,22,7,6,11578,610,0.7284174758310816,1,11578,12188,12115
9134,m,24,0,3,10174,945,0.6191655423419924,0,10174,11119,10073
9135,f,42,12,5,10900,1408,0.0,0,10900,12308,10998
9136,m,30,8,5,11486,1508,0.35358937908663035,0,11486,12994,12146
9137,m,29,14,6,12008,1271,0.3908564495161247,0,12008,13279,13415
9138,f,47,10,2,8768,758,0.017774255595127214,0,8768,9526,9693
9139,m,44,8,2,8012,980,0.025598305253299557,0,8012,8992,8518
9140,m,19,10,3,7601,301,0.3744151532235355,0,7601,7902,7785
9141,m,31,0,5,12149,1392,0.27752442392417676,0,12149,13541,12541
9142,m,26,7,5,12341,887,0.518991701797398,0,12341,13228,12433
9143,f,28,15,6,10701,1434,0.4514201629073884,1,10701,12135,12261
9144,f,41,23,9,14830,431,0.0,0,14830,15261,15548
9145,m,37,5,7,14218,716,0.0756021822713714,0,14218,14934,14917
9146,m,18,14,4,10664,327,0.7136186520844017,1,10664,10991,11835
9147,m,41,8,5,11449,1418,0.031884480481730246,0,11449,12867,11775
9148,m,25,14,7,12006,857,0.577271408670077,0,12006,12863,12819
9149,f,34,11,3,10070,1986,0.1354693215039604,0,10070,12056,9953
9150,f,37,2,8,14106,754,0.061375096225586165,0,14106,14860,13525
9151,m,38,10,4,11078,1767,0.04953061296190683,0,11078,12845,11306
9152,m,24,11,7,12637,638,0.5767731898082126,1,12637,13275,12720
9153,m,34,9,8,12860,1250,0.13626643132724447,1,12860,14110,14717
9154,f,39,0,7,13638,858,0.040839395201342464,1,13638,14496,14365
9155,m,29,10,6,12779,1033,0.3177477757957433,0,12779,13812,13631
9156,m,25,9,3,9838,1077,0.5423698805238667,0,9838,10915,9769
9157,f,20,10,5,11206,458,0.7137538406784489,1,11206,11664,11652
9158,m,48,14,8,15295,145,0.0,0,15295,15440,15523
9159,f,18,6,8,12466,237,0.6835418495999078,1,12466,12703,12795
9160,m,21,11,3,10565,584,0.7231574704107422,1,10565,11149,11547
9161,m,32,11,3,9285,1843,0.17306103139934706,1,9285,11128,11884
9162,m,20,3,9,14778,138,0.3434793011303889,0,14778,14916,14872
9163,f,48,0,2,9944,704,0.009485094229605714,0,9944,10648,10657
9164,f,18,9,5,10691,326,0.6989123201861042,0,10691,11017,11048
9165,m,32,9,3,11441,1677,0.2521516841223055,0,11441,13118,11942
9166,m,39,7,2,9369,1775,0.03146144075119331,0,9369,11144,9360
9167,f,18,12,5,10165,335,0.6761665218110727,0,10165,10500,10033
9168,f,22,12,7,12339,516,0.6822513473718171,0,12339,12855,11800
9169,m,31,6,5,12699,1198,0.2346965971235924,0,12699,13897,12548
9170,f,23,17,3,10372,814,0.652581929532354,1,10372,11186,11046
9171,m,34,6,3,9045,1895,0.1288033763854222,0,9045,10940,9092
9172,f,28,21,4,10615,1444,0.4557623090791376,1,10615,12059,11730
9173,f,31,14,7,13297,980,0.223618556295883,0,13297,14277,13802
9174,m,37,10,3,9588,1935,0.07186414952042743,0,9588,11523,9014
9175,m,21,1,6,14045,237,0.47507805532204195,0,14045,14282,13714
9176,m,30,2,5,11856,1406,0.3311670013083455,0,11856,13262,11888
9177,m,28,11,3,9746,1473,0.3999531096706528,0,9746,11219,9578
9178,m,21,9,5,12248,447,0.6836378785035547,1,12248,12695,13100
9179,f,38,6,3,9725,1885,0.044142650093418064,0,9725,11610,9525
9180,m,18,13,3,10097,335,0.681289759474287,1,10097,10432,10550
9181,m,18,10,6,10201,334,0.6891568224889193,1,10201,10535,10614
9182,f,37,4,4,10575,1912,0.06628063748973777,0,10575,12487,10303
9183,m,18,8,6,12646,225,0.670634077766328,1,12646,12871,13459
9184,m,47,9,8,15224,177,0.007063821877763495,0,15224,15401,14495
9185,m,18,13,6,11006,316,0.7268348723889969,1,11006,11322,12249
9186,f,45,10,7,12414,774,0.004291951946517241,0,12414,13188,12242
9187,f,39,10,5,12335,1328,0.05102517211850789,0,12335,13663,13146
9188,m,18,17,0,2567,15,0.0,0,2567,2582,1708
9189,m,30,0,8,13477,865,0.24279677115505735,1,13477,14342,14839
9190,f,18,20,5,11744,282,0.7413903473072994,0,11744,12026,13205
9191,f,22,1,3,8988,667,0.5205230049158421,0,8988,9655,9018
9192,m,25,2,7,11086,1006,0.6316057750918037,1,11086,12092,11460
9193,m,18,8,4,8957,317,0.5322226713570333,1,8957,9274,9338
9194,m,23,6,3,9550,814,0.5886565844370507,1,9550,10364,9642
9195,m,28,21,1,5563,502,0.0668793174507375,0,5563,6065,5344
9196,m,28,4,5,11300,1339,0.4648908421055097,0,11300,12639,11547
9197,m,18,5,6,10449,331,0.713376132249993,0,10449,10780,10156
9198,m,25,9,3,11133,1000,0.6141635572398187,1,11133,12133,12608
9199,m,32,19,11,17441,85,0.03461561185318405,0,17441,17526,18520
9200,m,37,17,3,9093,1869,0.06508916884955238,0,9093,10962,9891
9201,m,55,11,6,12399,122,0.0,0,12399,12521,12776
9202,m,41,2,6,11707,1354,0.01668329763325674,0,11707,13061,12099
9203,m,21,0,7,12332,437,0.6960270427623286,0,12332,12769,12105
9204,m,25,4,7,14478,349,0.3768910431353606,0,14478,14827,14716
9205,f,34,0,8,13414,1028,0.1420298810788287,0,13414,14442,13923
9206,f,43,3,4,10726,1305,0.0,0,10726,12031,10449
9207,f,47,0,6,11637,704,0.016503766512216758,0,11637,12341,11165
9208,f,18,12,2,9110,322,0.5262030105480918,1,9110,9432,7833
9209,m,40,2,7,10323,1702,0.06830825366306982,0,10323,12025,10056
9210,f,18,16,4,9729,334,0.5966669455197396,1,9729,10063,9591
9211,f,27,11,6,12228,1015,0.5186965025138228,1,12228,13243,13350
9212,m,40,10,3,9467,1689,0.0294365135530723,0,9467,11156,9085
9213,m,22,14,1,7693,528,0.354259436497596,0,7693,8221,7921
9214,m,25,7,5,12503,755,0.5519662671486696,0,12503,13258,12885
9215,f,49,10,11,14191,221,0.006657002904116577,0,14191,14412,14460
9216,m,46,4,4,12819,603,0.005345910180665359,0,12819,13422,13304
9217,m,35,16,7,11934,1614,0.12630646354943312,0,11934,13548,12286
9218,f,18,18,8,14188,125,0.45184855542904584,1,14188,14313,14385
9219,f,18,7,9,13763,151,0.5115199573129033,0,13763,13914,13628
9220,f,31,18,7,12661,1212,0.25823892931978376,0,12661,13873,12734
9221,m,35,10,4,10587,1958,0.1558832684882026,0,10587,12545,10858
9222,m,33,14,8,13781,871,0.15460950091906842,0,13781,14652,13538
9223,f,20,10,6,12041,393,0.7294336000272621,1,12041,12434,12125
9224,f,29,9,3,9016,1522,0.29139512783635924,1,9016,10538,10449
9225,m,40,7,8,13688,795,0.02089618266381683,0,13688,14483,13629
9226,f,28,13,10,14114,569,0.2844290192007121,0,14114,14683,13671
9227,m,21,3,5,10082,596,0.6628650896033388,1,10082,10678,10705
9228,m,31,11,5,10944,1719,0.28056492371587816,0,10944,12663,10336
9229,m,35,16,6,11493,1758,0.10199961430717683,0,11493,13251,10817
9230,f,26,4,0,3269,100,0.009972687252472233,0,3269,3369,3362
9231,m,33,15,4,11300,1768,0.23928572713783106,0,11300,13068,11137
9232,m,28,17,4,10849,1416,0.4401645175267198,1,10849,12265,12163
9233,m,18,5,2,9855,335,0.6630746255483436,0,9855,10190,9727
9234,f,27,8,3,7768,1028,0.24946643581749273,0,7768,8796,7933
9235,f,40,6,2,9371,1680,0.06689641156650852,0,9371,11051,10135
9236,f,26,11,6,12226,914,0.5348369525798325,0,12226,13140,11817
9237,m,50,3,4,11554,433,0.047660169502953244,0,11554,11987,11106
9238,f,18,15,1,7273,224,0.282531032320912,1,7273,7497,6918
9239,f,34,6,4,10787,1915,0.1459978373769047,1,10787,12702,12133
9240,m,36,3,9,14626,596,0.04555318877793895,0,14626,15222,14731
9241,m,19,13,5,10362,408,0.6959144217117563,1,10362,10770,10296
9242,m,29,4,6,12907,992,0.347029231532419,0,12907,13899,13019
9243,m,18,10,9,11937,271,0.696851773818536,1,11937,12208,12424
9244,m,31,17,6,13126,1042,0.24530047793465176,0,13126,14168,13164
9245,m,26,15,3,9688,1207,0.4945198760463138,1,9688,10895,10671
9246,f,34,16,7,12757,1291,0.11575451067801068,0,12757,14048,13357
9247,f,36,8,3,9824,1985,0.10118164379755212,0,9824,11809,8908
9248,f,28,10,3,9659,1470,0.37090445122482696,0,9659,11129,9768
9249,m,18,13,5,12123,259,0.7139761448347941,0,12123,12382,12618
9250,m,18,8,3,12100,261,0.7174577748509033,1,12100,12361,12347
9251,m,19,13,8,14203,152,0.46238012680808127,0,14203,14355,13820
9252,m,33,2,6,11976,1560,0.1980146825486232,1,11976,13536,13823
9253,m,33,10,2,9428,1919,0.18344002335153828,0,9428,11347,8959
9254,f,18,17,2,8684,306,0.4914856282095723,0,8684,8990,8726
9255,m,48,8,12,15176,156,0.0,0,15176,15332,15262
9256,f,33,10,4,9776,1947,0.1775500616019083,0,9776,11723,10007
9257,m,25,23,8,13437,553,0.4837446673378496,1,13437,13990,13343
9258,m,22,6,2,9093,675,0.510903573023239,1,9093,9768,9703
9259,f,26,9,2,7145,778,0.22067317716243862,0,7145,7923,7875
9260,m,42,0,6,11917,1197,0.004718024660257999,0,11917,13114,11737
9261,m,38,12,6,13081,1105,0.046859464197316444,0,13081,14186,13789
9262,f,29,14,3,9882,1600,0.3241759324491065,0,9882,11482,9631
9263,m,40,13,6,13848,743,0.0,0,13848,14591,13136
9264,f,38,20,5,10549,1857,0.07091051462242234,0,10549,12406,11651
9265,f,28,13,1,9357,1447,0.37018685266596474,0,9357,10804,8857
9266,f,41,10,1,6114,700,0.024421866722013186,0,6114,6814,5776
9267,f,43,14,4,9157,1298,0.0,0,9157,10455,9149
9268,m,42,7,4,10939,1403,0.0,0,10939,12342,11510
9269,f,36,14,9,13450,1014,0.06219242120947524,0,13450,14464,12888
9270,f,35,27,7,13180,1128,0.06088170697045099,0,13180,14308,12854
9271,m,21,22,4,10284,593,0.7280328987255025,0,10284,10877,9661
9272,f,18,20,6,11526,293,0.7095430185295309,1,11526,11819,12285
9273,m,33,12,6,11727,1644,0.1931066348893525,0,11727,13371,11147
9274,f,28,5,5,11956,1187,0.4555920336448184,1,11956,13143,12716
9275,m,26,8,3,9423,1192,0.4621448262729776,1,9423,10615,10097
9276,m,18,24,5,11948,270,0.7102797587536209,1,11948,12218,11460
9277,m,37,9,6,12395,1407,0.07722632128828764,0,12395,13802,11754
9278,m,28,17,5,10699,1435,0.4503623379523015,0,10699,12134,11132
9279,f,20,5,5,9587,494,0.6252445326737908,0,9587,10081,8843
9280,f,23,13,4,10324,816,0.6602614757805776,0,10324,11140,10122
9281,m,19,14,7,11324,372,0.7500940569354179,0,11324,11696,11570
9282,m,27,6,4,9480,1329,0.41295381702552203,0,9480,10809,8980
9283,f,30,3,4,11295,1554,0.3393724026921082,0,11295,12849,11231
9284,m,35,6,9,12855,1259,0.09072598423143291,0,12855,14114,12556
9285,m,18,16,2,9349,328,0.6165429672194922,0,9349,9677,9534
9286,m,31,19,6,12571,1244,0.27575817782187206,1,12571,13815,12978
9287,m,18,6,8,12989,202,0.6423894514113835,0,12989,13191,12599
9288,m,26,5,1,6216,554,0.09997972743543995,0,6216,6770,6679
9289,m,34,4,4,11623,1708,0.16316015120226113,0,11623,13331,11228
9290,f,28,17,2,8687,1348,0.3398408620885539,1,8687,10035,10263
9291,m,18,7,7,11771,280,0.7053682832012131,0,11771,12051,11411
9292,m,25,1,6,12348,788,0.5482532193517777,1,12348,13136,12336
9293,f,46,9,7,11680,805,0.026781286462181385,0,11680,12485,12675
9294,m,40,6,3,8590,1541,0.03302534016449188,0,8590,10131,8747
9295,m,54,18,1,6139,95,0.033020626596794646,0,6139,6234,6025
9296,m,31,15,7,13429,932,0.25562904059659053,0,13429,14361,13899
9297,m,23,12,6,12050,646,0.7195944178665689,1,12050,12696,12543
9298,f,26,19,9,15091,282,0.24194905068638117,0,15091,15373,15140
9299,f,32,11,5,10883,1806,0.2443355183793745,0,10883,12689,11734
9300,m,27,8,5,12039,1062,0.4804680249502087,1,12039,13101,13360
9301,m,37,5,1,7381,1344,0.01366393617691682,0,7381,8725,7170
9302,m,35,8,1,6606,1066,0.009361717815953154,0,6606,7672,6943
9303,f,18,1,5,11302,304,0.7529105760291661,1,11302,11606,10747
9304,m,39,18,5,11765,1515,0.02411722241530809,0,11765,13280,10658
9305,m,32,6,3,9380,1855,0.22511853546095315,0,9380,11235,8940
9306,f,46,1,2,8922,891,0.029798711255043568,0,8922,9813,7560
9307,m,40,16,5,11709,1449,0.031622038814282764,0,11709,13158,10951
9308,f,41,9,4,10860,1532,0.0,0,10860,12392,10557
9309,f,29,0,5,11237,1465,0.39427551428852836,0,11237,12702,11719
9310,m,18,2,3,8016,271,0.38077437211263665,0,8016,8287,7571
9311,f,43,3,5,11877,1101,0.0,0,11877,12978,12039
9312,f,38,0,3,9332,1849,0.017297189641112237,1,9332,11181,10747
9313,m,47,8,6,11567,713,0.005509987826206004,0,11567,12280,11504
9314,m,25,15,8,13277,587,0.5036515207768384,0,13277,13864,13163
9315,m,34,11,3,10658,1936,0.1407177632062657,0,10658,12594,10727
9316,m,31,0,4,11021,1704,0.3133101487743831,1,11021,12725,11432
9317,f,24,6,9,13561,463,0.5020917850759158,0,13561,14024,13528
9318,m,18,12,8,12514,234,0.6642261086423983,0,12514,12748,12867
9319,m,27,9,9,14767,375,0.2785733286919232,1,14767,15142,14823
9320,f,22,13,3,7321,477,0.3399237333201154,1,7321,7798,7373
9321,m,43,11,6,13275,734,0.0,0,13275,14009,13474
9322,m,34,3,3,8310,1705,0.10226650412245322,1,8310,10015,10168
9323,m,25,2,7,11581,934,0.59189574576633,1,11581,12515,12869
9324,f,42,9,7,12789,950,0.0,0,12789,13739,12533
9325,m,39,6,4,12951,1106,0.03628963174237943,0,12951,14057,12282
9326,m,32,11,8,15294,391,0.14460929020689828,0,15294,15685,15016
9327,m,30,16,6,13029,1019,0.3078741872016867,0,13029,14048,12551
9328,m,21,16,4,10671,580,0.6908429890290245,1,10671,11251,11354
9329,m,32,2,3,8270,1610,0.13704759478773773,0,8270,9880,8373
9330,f,29,7,5,11749,1343,0.39754406289688266,1,11749,13092,12638
9331,m,42,3,4,10498,1455,0.034520393105378355,0,10498,11953,9394
9332,m,35,14,6,11793,1663,0.10746054815619106,0,11793,13456,11860
9333,f,27,12,7,13094,783,0.4442556239470953,1,13094,13877,13835
9334,m,43,18,6,12133,1039,0.005554964148839998,0,12133,13172,12560
9335,f,25,7,3,10439,1065,0.5839997989278131,0,10439,11504,10609
9336,f,26,8,2,6854,707,0.21039119725577196,0,6854,7561,6665
9337,f,31,7,4,10922,1723,0.2823173443343763,0,10922,12645,10015
9338,m,37,13,3,9254,1896,0.08539997427120105,1,9254,11150,11762
9339,m,35,12,6,12159,1532,0.120918217436229,0,12159,13691,12075
9340,m,49,3,4,11128,553,0.0,0,11128,11681,10942
9341,m,36,0,10,14033,794,0.07368043994623652,0,14033,14827,14089
9342,f,18,9,6,11850,276,0.7040538723260811,1,11850,12126,12579
9343,m,33,3,2,8670,1776,0.12006601421135567,0,8670,10446,8382
9344,m,31,8,3,9321,1769,0.2493137401604168,0,9321,11090,8984
9345,m,22,12,5,10819,677,0.7322851939118283,0,10819,11496,10831
9346,m,29,3,3,9705,1595,0.37286527828089816,0,9705,11300,10233
9347,m,18,4,7,11697,284,0.6980338308301679,0,11697,11981,11166
9348,f,33,9,6,12491,1371,0.20169037896093267,0,12491,13862,11767
9349,m,29,25,4,10532,1573,0.4040373439674121,1,10532,12105,12865
9350,m,21,6,2,7749,453,0.35483451903954316,1,7749,8202,9013
9351,f,26,13,3,11140,1124,0.5794878607031285,0,11140,12264,11085
9352,m,42,2,3,10428,1460,0.015415374655915078,0,10428,11888,9244
9353,f,31,19,3,9572,1795,0.25967948743835484,0,9572,11367,10321
9354,f,27,9,7,13086,785,0.41594086409217024,0,13086,13871,12551
9355,m,23,10,7,11815,680,0.6911681071272393,1,11815,12495,12663
9356,m,36,6,9,14078,778,0.061762434900278454,0,14078,14856,14779
9357,f,39,8,1,7210,1186,0.012781632809210988,0,7210,8396,8253
9358,f,38,20,3,8932,1781,0.09989396059787216,0,8932,10713,9168
9359,f,37,5,4,11332,1760,0.10942379430891705,1,11332,13092,13007
9360,m,41,8,6,12116,1240,0.04201634887561736,0,12116,13356,11740
9361,f,27,11,9,13875,577,0.34612681265043665,1,13875,14452,14078
9362,f,23,10,8,12867,515,0.6031100413002769,1,12867,13382,13092
9363,m,34,9,3,12660,1330,0.16498028759648412,0,12660,13990,13410
9364,m,31,9,6,11831,1495,0.2905958442825717,0,11831,13326,11571
9365,m,28,17,5,9705,1472,0.4001325817146264,0,9705,11177,9439
9366,m,31,14,5,10240,1804,0.26333058695013173,0,10240,12044,10171
9367,m,50,7,9,15003,122,0.0,0,15003,15125,15495
9368,m,34,11,3,11200,1827,0.19913700008351554,1,11200,13027,12703
9369,f,38,15,7,12638,1274,0.05188277708947338,0,12638,13912,12186
9370,m,18,10,6,12853,211,0.6478875567779722,0,12853,13064,13330
9371,f,42,1,4,11659,1261,0.0439618430634728,0,11659,12920,11306
9372,m,31,18,5,11509,1588,0.26659243670606836,0,11509,13097,12493
9373,f,32,1,4,10650,1844,0.21813042003656882,0,10650,12494,10059
9374,m,28,22,6,12477,1042,0.44325498565772903,0,12477,13519,12082
9375,m,18,9,3,9980,335,0.6615012820454337,1,9980,10315,9645
9376,f,18,19,9,13986,137,0.47839487913018325,0,13986,14123,13191
9377,m,22,7,2,7757,536,0.361362453828889,1,7757,8293,7230
9378,m,65,14,5,10544,7,0.02100009799710145,0,10544,10551,10717
9379,m,45,2,3,11800,895,0.0,0,11800,12695,12601
9380,f,32,11,8,14010,764,0.14108146618052797,0,14010,14774,13456
9381,f,34,4,7,13977,814,0.1373751713052087,0,13977,14791,13880
9382,m,45,12,4,11441,956,0.010673878729237973,0,11441,12397,12516
9383,f,32,22,3,10192,1886,0.24091121335768087,0,10192,12078,10004
9384,m,18,15,8,13126,193,0.5779085077607806,0,13126,13319,14039
9385,f,43,14,6,13365,710,0.020453884022436315,0,13365,14075,12248
9386,f,31,10,4,11501,1590,0.26864980550118545,1,11501,13091,11900
9387,m,32,4,8,14022,760,0.1934955372953897,0,14022,14782,13513
9388,m,30,23,4,10196,1709,0.31656191422077057,0,10196,11905,10002
9389,m,28,0,9,14587,452,0.2680370990898956,0,14587,15039,14347
9390,f,38,18,7,13192,1063,0.04573256852005349,0,13192,14255,13587
9391,f,32,13,2,8557,1693,0.17713766479737852,0,8557,10250,8330
9392,m,32,8,4,13295,1024,0.19444704519389885,0,13295,14319,13083
9393,f,22,14,4,9031,670,0.5544479641779221,0,9031,9701,9082
9394,m,53,12,4,11558,235,0.014150778633477008,0,11558,11793,10482
9395,f,43,11,6,11781,1123,0.0028636486719991316,0,11781,12904,11249
9396,m,40,7,3,10180,1709,0.010799349582588717,0,10180,11889,9518
9397,f,46,2,4,13247,522,0.03607871694926924,0,13247,13769,12736
9398,f,32,4,10,14086,738,0.14236386099256582,0,14086,14824,14687
9399,m,40,13,7,12609,1164,0.011885712554581394,0,12609,13773,12269
9400,f,39,8,6,12555,1250,0.026848188678623354,0,12555,13805,12779
9401,f,32,12,3,9184,1827,0.21062813986611065,0,9184,11011,8806
9402,f,29,3,4,11578,1387,0.4434000692427487,0,11578,12965,11500
9403,m,30,4,4,10339,1701,0.3687920604694065,0,10339,12040,9504
9404,f,32,7,2,9423,1860,0.2129164861827406,1,9423,11283,11804
9405,m,18,21,2,6882,197,0.21284813714255096,0,6882,7079,7198
9406,f,37,7,3,8419,1706,0.059729138789690266,0,8419,10125,9576
9407,m,42,4,5,11613,1272,0.020992480197830544,0,11613,12885,11090
9408,m,25,18,5,10009,1078,0.563744430274054,1,10009,11087,11359
9409,f,25,21,4,11961,865,0.5963742645373099,1,11961,12826,12134
9410,m,23,1,7,11362,738,0.6718343930953844,1,11362,12100,12364
9411,m,27,5,3,8823,1252,0.3594326076119474,0,8823,10075,10105
9412,f,19,23,4,10578,403,0.7349009782727945,1,10578,10981,11353
9413,m,26,9,5,10945,1150,0.5705497845946131,0,10945,12095,10472
9414,m,40,14,5,10459,1691,0.07373308174798715,0,10459,12150,9356
9415,f,19,9,1,8542,367,0.4732379342486704,1,8542,8909,9413
9416,m,28,13,3,8901,1386,0.3249139411297809,0,8901,10287,9193
9417,m,38,9,3,9877,1890,0.09046414745423781,0,9877,11767,9868
9418,m,34,8,3,9809,1984,0.14075807619443684,1,9809,11793,10795
9419,m,36,5,5,12436,1418,0.11927423468026349,0,12436,13854,12330
9420,m,36,10,3,10449,1962,0.10565478894057634,0,10449,12411,10946
9421,m,32,10,5,10967,1790,0.26514307836198386,0,10967,12757,11735
9422,f,19,15,3,8975,389,0.5475453657371736,0,8975,9364,8198
9423,m,31,9,5,11476,1597,0.3168158266299804,0,11476,13073,11108
9424,f,24,5,7,13473,479,0.5090477882691271,0,13473,13952,12843
9425,m,39,5,7,12207,1372,0.024619905413534055,0,12207,13579,12605
9426,f,24,8,6,13928,397,0.46371294943831237,0,13928,14325,13565
